8274,7154,197
14826,7227,943
30114,7227,214
38976,7227,336
40530,7373,566
33432,7373,724
2310,7373,510
41370,7446,658
8778,7446,621
19404,7446,917
26250,7519,966
25158,7519,957
11886,7519,918
41916,7592,822
9030,7592,481
28602,7592,425
18102,7592,381
36498,7665,707
20496,7665,130
28098,7738,957
3780,7738,268
2226,7738,472
28014,7811,358
5586,7811,960
1932,7811,672
12474,7811,248
30954,7884,502
2436,7884,249
9324,7957,737
39270,7957,658
4662,7957,516
15204,7957,536
33222,8030,961
10710,8030,925
37338,8103,280
13272,8103,976
8190,8103,496
23688,8176,704
24150,8176,887
15246,8176,249
6720,8176,451
40698,8176,589
30492,8249,494
28980,8249,276
20412,8249,842
20580,8249,327
10416,8249,297
13398,8322,214
23772,8322,768
41202,8322,865
6258,8395,741
23478,8468,244
41580,8468,682
27972,8468,531
40488,8468,109
11172,8468,421
37338,8541,280
12432,8541,689
41202,8614,865
10626,8687,590
9912,8687,767
15876,8687,751
40866,8687,316
2394,8760,550
3234,8760,410
12306,8833,319
9408,8906,934
19026,8906,526
24780,8906,115
31668,8906,369
15540,8979,600
23142,8979,647
13398,8979,214
19362,8979,713
38136,8979,376
31836,9052,566
1596,9125,274
27300,9198,702
16968,9417,645
17808,9417,671
42126,9417,123
7854,9417,845
40362,9490,935
1512,9490,700
35868,9490,496
39942,9563,890
24864,9636,279
24024,9636,801
31710,9636,686
6510,9709,319
27216,9709,540
5418,9709,608
27132,9782,168
38556,9782,849
40572,9855,608
13944,9855,340
4830,9855,977
17892,9928,618
6384,9928,311
36414,10001,523
35742,10001,417
19572,10001,361
35322,10001,518
4830,10074,977
33222,10074,961
8064,10074,352
25704,10147,700
11634,10147,920
36162,10220,499
39984,10220,358
23310,10293,595
14490,10293,255
1512,10366,700
17052,10366,278
41286,10439,116
16086,10439,468
4704,10439,187
31248,10439,861
42462,10512,895
14112,10512,611
24990,10585,618
12936,10658,551
41538,10658,553
38724,10658,280
4662,10731,516
25746,10731,802
38010,10731,189
9870,10804,968
29274,10877,708
18984,10877,646
11298,10877,682
16590,10950,479
25200,10950,823
8820,11023,157
40824,11023,759
39018,11023,772
4830,11023,977
22302,11096,978
36414,11096,523
37884,11096,631
5166,11169,531
2772,11169,198
4116,11169,804
2730,11169,709
5250,11242,457
24024,11242,801
21168,11315,678
14910,11388,702
20118,11388,963
34860,11388,942
11466,11388,558
27342,11388,234
34440,11461,381
42000,11461,920
19992,11461,617
22554,11534,773
21714,11534,522
31962,11534,231
27720,11534,782
13692,11607,328
23688,11607,704
4368,11607,218
14742,11607,267
36792,11680,139
8400,11753,851
41706,11753,614
10626,11753,590
31080,11753,802
41496,11826,484
15372,11899,865
29736,11899,223
36834,11972,250
21546,11972,376
18606,12045,542
17010,12045,595
29652,12045,665
21462,12118,115
10122,12118,347
38346,12264,377
28392,12337,683
3654,12337,430
39732,12410,727
20328,12410,150
3654,12483,430
40572,12556,608
8652,12629,357
39900,12629,384
2436,12702,249
1218,12702,497
17052,12702,278
840,12775,550
8274,12775,197
31962,12775,231
16296,12921,530
7140,12921,879
23688,12921,704
1680,12921,933
9282,12994,118
24360,12994,606
1890,12994,421
20664,13067,363
37212,13067,851
19782,13067,217
33558,13140,351
16968,13140,645
41454,13140,202
23394,13140,546
17976,13140,141
27384,13213,307
41118,13213,708
15246,13213,249
9450,13213,599
30660,13213,572
31752,13286,225
15120,13286,871
30786,13286,886
3696,13286,928
28812,13286,395
35196,13359,663
19782,13359,217
24318,13432,191
17094,13432,378
23268,13505,917
25662,13505,679
10038,13505,348
14448,13505,260
36414,13505,523
9954,13578,308
19320,13651,696
5460,13651,557
6762,13651,133
13020,13651,296
4746,13724,998
31290,13724,365
36708,13797,913
25578,13797,508
25368,13870,931
1008,13943,285
10122,13943,347
28728,13943,497
30912,13943,231
23268,14016,917
36540,14016,243
38892,14089,391
1176,14162,115
40908,14162,605
31248,14235,861
33432,14308,724
21882,14381,440
39354,14454,335
36540,14454,243
34440,14527,381
29610,14527,267
35952,14600,201
6468,14600,734
2688,14673,378
41874,14673,101
19530,14746,470
16590,14746,479
10458,14746,657
9366,14819,109
11802,14819,861
8778,14819,621
13440,14819,748
37548,14892,677
756,14965,358
20706,14965,108
21126,14965,859
12894,14965,466
5418,15038,608
14112,15111,611
41160,15184,188
37506,15184,938
5166,15257,531
40740,15257,817
3654,15257,430
30786,15257,886
19782,15330,217
41664,15330,955
13314,15330,705
15666,15330,732
19698,15403,233
14616,15403,715
16170,15403,928
8862,15476,471
21042,15622,478
26796,15695,450
33768,15695,913
40824,15695,759
40488,15695,109
31710,15695,686
2772,15768,198
30450,15768,159
34146,15768,434
25242,15768,190
33264,15841,255
9408,15841,934
32718,15841,704
5124,15841,192
1596,15841,274
39396,15914,786
39900,15987,384
29946,16060,401
17388,16060,619
23604,16060,944
32970,16060,240
23142,16060,647
27972,16133,531
4746,16133,998
20874,16133,821
37716,16206,115
21882,16206,440
38514,16279,451
34398,16279,245
21000,16279,770
8022,16279,534
40026,16279,292
3822,16352,338
13104,16352,364
27006,16352,894
34314,16425,970
11256,16498,203
2478,16571,811
13356,16644,943
8022,16644,534
37380,16644,478
4074,16644,487
13860,16717,665
16212,16717,999
25284,16790,482
28224,16790,427
2058,16790,895
40866,16863,316
35994,17009,120
41202,17082,865
19488,17082,516
4032,17082,732
25620,17082,575
23352,17155,452
34566,17228,572
29484,17228,170
9660,17301,705
12642,17374,342
36834,17447,250
30492,17447,494
4074,17447,487
42420,17447,503
32970,17520,240
7770,17520,853
38976,17520,336
5292,17520,740
33180,17593,513
15918,17593,572
2646,17593,883
34188,17666,519
25704,17666,700
2856,17666,594
37128,17666,284
39732,17739,727
11004,17812,441
18858,17885,702
12978,17885,520
31374,17885,120
24276,17885,523
18606,17958,542
32172,17958,182
10122,18031,347
12684,18031,388
36120,18031,223
16926,18031,741
30030,18104,360
12978,18104,520
16800,18104,901
20076,18177,718
21966,18177,879
15834,18177,997
10374,18250,838
39606,18250,457
20202,18250,119
8064,18323,352
20832,18323,627
30156,18396,509
29442,18396,133
5544,18396,544
34692,18469,896
41454,18469,202
36876,18469,119
41454,18542,202
630,18542,318
3864,18542,916
13986,18615,319
5838,18615,200
27216,18688,540
19530,18834,470
2478,18834,811
22470,18907,725
3696,18907,928
9744,18907,312
20286,18907,858
22890,18980,682
24444,18980,247
28602,19053,425
39228,19053,392
32466,19126,759
23730,19126,565
33348,19126,813
10752,19126,106
36204,19126,908
24990,19199,618
4494,19272,908
8862,19272,471
23604,19272,944
15750,19345,708
18522,19345,736
9576,19418,620
10542,19418,504
37926,19491,170
10962,19491,188
12474,19491,248
40110,19491,629
9240,19564,729
32088,19564,360
39942,19637,890
26544,19710,896
28476,19710,160
13020,19710,296
9912,19856,767
2184,19856,414
41076,19856,763
1848,19856,552
27216,19929,540
41664,19929,955
33684,19929,165
12810,20002,483
9912,20002,767
32466,20075,759
17094,20075,378
6510,20148,319
24696,20148,289
5712,20148,204
41874,20148,101
30450,20221,159
19026,20294,526
31542,20294,778
35952,20294,201
30450,20440,159
24318,20586,191
3108,20586,992
14490,20586,255
22680,20586,557
37044,20659,426
38556,20659,849
7476,20659,271
3780,20659,268
10374,20732,838
8652,20732,357
36120,20805,223
16170,20805,928
17934,20878,593
41874,20878,101
25830,20951,183
25746,21024,802
33600,21024,257
4200,21097,779
28980,21170,276
26334,21170,112
18564,21170,704
17724,21170,760
32424,21170,513
38346,21243,377
25746,21243,802
6132,21316,762
7182,21316,381
36414,21316,523
20412,21316,842
27048,21316,959
24528,21389,941
13440,21389,748
6342,21389,403
22890,21389,682
3318,21389,239
7854,21462,845
27930,21462,552
21336,21462,913
33936,21462,123
35868,21462,496
35826,21535,362
19026,21535,526
27006,21608,894
10458,21608,657
37086,21608,811
40908,21608,605
25242,21681,190
42504,21681,125
12138,21754,776
18354,21754,447
37296,21754,637
32928,21754,276
25368,21827,931
37590,21827,688
32718,21900,704
13398,21900,214
19950,21973,114
26712,21973,716
4032,21973,732
798,21973,748
33642,22046,212
18690,22119,901
16170,22119,928
39060,22119,832
19614,22119,250
40824,22119,759
29736,22192,223
10332,22192,252
7140,22192,879
30576,22265,335
2646,22265,883
38010,22265,189
31122,22265,884
36750,22338,829
34188,22338,519
18606,22338,542
22218,22411,535
21084,22484,136
15750,22484,708
2016,22557,883
37338,22557,280
41118,22557,708
37380,22557,478
5334,22630,779
6174,22630,299
15666,22703,732
882,22776,132
34860,22849,942
14616,22849,715
33852,22849,299
26586,22849,843
39060,22849,832
630,22922,318
3696,22995,928
28182,22995,672
39648,22995,722
40992,23068,232
8526,23068,531
3360,23068,953
28602,23068,425
2688,23068,378
16380,23141,682
33810,23141,277
1302,23141,139
12810,23214,483
5838,23214,200
28056,23214,470
32088,23214,360
32844,23214,456
39816,23360,425
28980,23360,276
35616,23360,850
7560,23360,755
32928,23433,276
40782,23433,475
23100,23433,321
27846,23433,356
34230,23433,328
27762,23506,465
12012,23506,920
4326,23506,163
23058,23506,636
21882,23579,440
22218,23579,535
35910,23579,255
20076,23652,718
19446,23652,334
17178,23725,451
10668,23725,648
41958,23725,536
20580,23725,327
41706,23725,614
37548,23798,677
28770,23798,813
19992,23798,617
19068,23798,641
1050,23871,572
2058,23944,895
29736,24017,223
17640,24163,510
17808,24163,671
27258,24163,912
22470,24163,725
22890,24163,682
8316,24236,316
21924,24309,385
15456,24309,609
8022,24309,534
2688,24309,378
18228,24382,113
37086,24528,811
12600,24601,633
4578,24674,788
6006,24747,710
36414,24747,523
30954,24893,502
40404,24893,631
1260,24893,979
14574,24966,106
14868,24966,434
35868,24966,496
31584,25039,726
40740,25039,817
41412,25039,145
37800,25112,783
7392,25185,371
9786,25185,865
24024,25185,801
12852,25258,588
5040,25258,355
22092,25331,526
4452,25331,244
39816,25404,425
24360,25404,606
18690,25477,901
37296,25477,637
28140,25477,698
882,25477,132
12012,25550,920
16884,25623,400
34188,25623,519
14028,25623,993
1470,25696,776
42378,25769,987
24108,25769,998
11592,25769,486
6132,25842,762
3402,25842,753
30870,25842,940
40152,25915,207
32508,25915,178
27384,25915,307
36078,25988,358
19194,26061,384
10920,26061,896
17766,26061,131
31878,26134,659
5922,26134,599
15582,26134,625
19026,26134,526
37758,26207,125
12810,26207,483
15372,26207,865
35532,26280,219
26334,26280,112
22512,26280,863
33726,26426,254
17556,26426,999
33642,26499,212
37548,26572,677
38220,26572,840
12642,26645,342
6300,26645,807
10122,26645,347
30576,26645,335
41622,26718,545
38388,26718,710
21294,26718,420
41244,26791,456
32970,26864,240
14868,26937,434
14238,26937,444
14364,26937,755
36540,26937,243
11214,27010,912
12936,27010,551
8022,27010,534
34440,27010,381
17220,27083,199
7686,27083,420
13692,27083,328
9450,27083,599
11718,27083,893
33222,27156,961
29946,27156,401
34734,27156,322
756,27156,358
34020,27229,912
28602,27229,425
2688,27302,378
13356,27375,943
20202,27375,119
6300,27375,807
36036,27375,352
39060,27448,832
24654,27448,654
25704,27448,700
42420,27448,503
30660,27448,572
34524,27521,387
23646,27594,131
11760,27594,692
18732,27594,414
3360,27667,953
1050,27667,572
28518,27740,109
22470,27740,725
24948,27740,439
39984,27740,358
882,27813,132
9450,27886,599
36876,27886,119
15792,27886,208
10668,27886,648
4200,27886,779
30450,27959,159
10122,27959,347
33642,27959,212
36414,28032,523
37338,28105,280
25872,28105,496
16800,28178,901
5964,28178,771
12306,28251,319
7224,28251,952
31584,28251,726
34146,28324,434
12264,28397,778
10122,28397,347
37800,28397,783
30702,28397,721
31710,28470,686
14154,28470,884
2562,28543,480
26922,28616,260
10248,28689,939
40824,28689,759
34608,28762,513
23730,28762,565
15036,28762,614
4788,28762,524
30282,28762,425
20622,28835,395
14280,28908,723
34440,28908,381
41370,28908,658
40152,28981,207
33852,28981,299
16338,28981,346
17178,28981,451
22428,28981,160
34356,29054,836
35070,29054,333
30870,29054,940
12726,29054,523
34692,29127,896
36204,29346,908
26124,29419,934
24654,29419,654
15960,29419,146
11214,29492,912
35868,29492,496
41370,29565,658
7770,29565,853
39732,29638,727
31248,29711,861
5040,29711,355
25200,29711,823
34650,29784,586
24654,29784,654
12474,29784,248
7686,29857,420
25242,29930,190
22596,30003,672
882,30076,132
5964,30076,771
37590,30076,688
34566,30076,572
33978,30149,527
5964,30149,771
34356,30149,836
12348,30295,419
20328,30295,150
39144,30368,218
21672,30368,868
11004,30368,441
